month,state,permit,permit_recheck,handgun,long_gun,other,multiple,admin,prepawn_handgun,prepawn_long_gun,prepawn_other,redemption_handgun,redemption_long_gun,redemption_other,returned_handgun,returned_long_gun,returned_other,rentals_handgun,rentals_long_gun,private_sale_handgun,private_sale_long_gun,private_sale_other,return_to_seller_handgun,return_to_seller_long_gun,return_to_seller_other,totals
2023-09,Alabama,10342.0,145.0,15421.0,12848.0,1156.0,1052,0.0,14.0,2.0,1.0,2451.0,1001.0,18.0,40.0,0.0,0.0,0.0,0.0,29.0,21.0,14.0,0.0,1.0,0.0,44556
2023-09,Alaska,188.0,10.0,2429.0,2543.0,262.0,197,0.0,0.0,0.0,0.0,160.0,87.0,1.0,29.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5922
2023-09,Arizona,9113.0,2014.0,14398.0,8239.0,1575.0,931,0.0,14.0,1.0,2.0,1254.0,404.0,8.0,214.0,9.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0,0.0,0.0,38189
2023-09,Arkansas,2139.0,181.0,5645.0,6108.0,437.0,466,6.0,8.0,5.0,1.0,1237.0,949.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,2.0,0.0,0.0,0.0,17207
2023-09,California,28611.0,15559.0,33792.0,20548.0,4295.0,0,0.0,1.0,1.0,0.0,871.0,445.0,31.0,2185.0,1283.0,56.0,0.0,0.0,7289.0,3093.0,529.0,26.0,10.0,0.0,118625
2023-09,Colorado,7012.0,19.0,16429.0,12217.0,1475.0,1872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39320
2023-09,Connecticut,6120.0,520.0,4723.0,1797.0,350.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,85.0,5.0,0.0,0.0,0.0,13784
2023-09,Delaware,177.0,0.0,1608.0,1039.0,76.0,91,0.0,0.0,0.0,0.0,22.0,15.0,0.0,76.0,0.0,0.0,0.0,0.0,40.0,11.0,0.0,0.0,0.0,0.0,3155
2023-09,District of Columbia,674.0,0.0,202.0,15.0,0.0,4,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,929
2023-09,Florida,8399.0,0.0,51223.0,20945.0,4528.0,3085,0.0,6.0,1.0,0.0,4062.0,990.0,10.0,1374.0,108.0,2.0,0.0,0.0,259.0,141.0,54.0,47.0,45.0,2.0,95281
2023-09,Georgia,10171.0,0.0,14264.0,9395.0,930.0,800,0.0,16.0,8.0,2.0,2219.0,870.0,12.0,69.0,0.0,0.0,0.0,0.0,19.0,6.0,2.0,0.0,0.0,0.0,38783
2023-09,Guam,0.0,0.0,140.0,77.0,13.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233
2023-09,Hawaii,1685.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1689
2023-09,Idaho,3325.0,140.0,4475.0,5422.0,451.0,325,1.0,0.0,1.0,0.0,332.0,356.0,3.0,76.0,13.0,5.0,0.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,14935
2023-09,Illinois,191538.0,0.0,19675.0,10357.0,786.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222356
2023-09,Indiana,366.0,23635.0,16104.0,11963.0,1480.0,928,5.0,2.0,4.0,0.0,925.0,364.0,25.0,94.0,5.0,0.0,0.0,0.0,27.0,21.0,6.0,1.0,0.0,0.0,55955
2023-09,Iowa,3030.0,4008.0,2027.0,2936.0,123.0,86,1.0,2.0,1.0,0.0,43.0,39.0,1.0,51.0,17.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12368
2023-09,Kansas,1572.0,6.0,4738.0,5289.0,627.0,411,1.0,3.0,5.0,0.0,532.0,247.0,5.0,85.0,7.0,1.0,0.0,0.0,7.0,5.0,1.0,0.0,0.0,0.0,13542
2023-09,Kentucky,509.0,264196.0,8369.0,7610.0,472.0,583,25.0,16.0,7.0,0.0,1790.0,947.0,6.0,49.0,6.0,0.0,0.0,0.0,22.0,13.0,1.0,1.0,0.0,0.0,284622
2023-09,Louisiana,1586.0,418.0,9390.0,10164.0,746.0,733,0.0,3.0,0.0,0.0,927.0,524.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,4.0,0.0,0.0,0.0,24513
2023-09,Maine,317.0,6.0,3096.0,4646.0,303.0,229,1.0,1.0,0.0,0.0,87.0,65.0,0.0,21.0,9.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,8791
2023-09,Mariana Islands,0.0,0.0,6.0,9.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
2023-09,Maryland,8624.0,41.0,6291.0,5594.0,105.0,7,0.0,0.0,2.0,0.0,82.0,95.0,1.0,93.0,11.0,21.0,0.0,0.0,0.0,19.0,2.0,0.0,2.0,1.0,20991
2023-09,Massachusetts,7758.0,1.0,4306.0,2586.0,1066.0,242,5.0,0.0,0.0,1.0,7.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,39.0,37.0,9.0,3.0,1.0,0.0,16086
2023-09,Michigan,15744.0,5197.0,16471.0,16313.0,1647.0,774,0.0,0.0,0.0,1.0,30.0,269.0,5.0,111.0,16.0,1.0,0.0,0.0,32.0,9.0,1.0,1.0,0.0,0.0,56622
2023-09,Minnesota,10882.0,36329.0,8341.0,14133.0,827.0,633,0.0,1.0,0.0,0.0,165.0,229.0,5.0,124.0,29.0,1.0,0.0,0.0,21.0,28.0,3.0,0.0,2.0,0.0,71753
2023-09,Mississippi,2375.0,0.0,6519.0,6247.0,402.0,377,0.0,12.0,4.0,1.0,1640.0,807.0,1.0,17.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,18411
2023-09,Missouri,923.0,194.0,15275.0,14310.0,1627.0,1214,0.0,6.0,5.0,0.0,1455.0,758.0,19.0,306.0,47.0,1.0,0.0,0.0,26.0,31.0,9.0,1.0,0.0,0.0,36207
2023-09,Montana,873.0,0.0,3871.0,5447.0,334.0,404,11.0,3.0,0.0,0.0,414.0,549.0,1.0,38.0,14.0,1.0,0.0,0.0,5.0,12.0,4.0,1.0,1.0,0.0,11983
2023-09,Nebraska,3634.0,150.0,112.0,1625.0,17.0,4,0.0,0.0,0.0,0.0,4.0,24.0,0.0,29.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5602
2023-09,Nevada,2282.0,0.0,3967.0,2074.0,327.0,305,0.0,1.0,0.0,0.0,240.0,59.0,1.0,0.0,0.0,0.0,0.0,0.0,354.0,135.0,17.0,1.0,2.0,0.0,9765
2023-09,New Hampshire,1021.0,1.0,4966.0,3106.0,443.0,0,45.0,0.0,1.0,0.0,0.0,0.0,0.0,104.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9703
2023-09,New Jersey,0.0,0.0,6157.0,3372.0,835.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,55.0,4.0,2.0,2.0,0.0,10519
2023-09,New Mexico,1317.0,0.0,5733.0,3873.0,503.0,329,0.0,5.0,7.0,0.0,423.0,311.0,2.0,62.0,1.0,0.0,0.0,0.0,90.0,49.0,1.0,2.0,1.0,0.0,12709
2023-09,New York,3555.0,2215.0,10511.0,14257.0,1318.0,448,0.0,1.0,0.0,0.0,46.0,63.0,6.0,55.0,72.0,1.0,1.0,18.0,374.0,367.0,26.0,12.0,8.0,0.0,33354
2023-09,North Carolina,10456.0,268.0,20144.0,11064.0,1167.0,842,0.0,16.0,11.0,1.0,2484.0,1064.0,11.0,734.0,107.0,2.0,2.0,1.0,23.0,12.0,1.0,0.0,0.0,0.0,48410
2023-09,North Dakota,383.0,7.0,1508.0,3088.0,122.0,91,0.0,0.0,2.0,0.0,53.0,91.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5361
2023-09,Ohio,6841.0,1179.0,18621.0,14068.0,1400.0,1108,0.0,5.0,1.0,1.0,1447.0,556.0,5.0,290.0,79.0,32.0,0.0,0.0,15.0,8.0,2.0,0.0,1.0,0.0,45659
2023-09,Oklahoma,2833.0,1.0,9595.0,8238.0,1155.0,925,0.0,9.0,8.0,0.0,1809.0,1097.0,12.0,111.0,7.0,0.0,0.0,0.0,10.0,13.0,11.0,1.0,1.0,0.0,25836
2023-09,Oregon,4884.0,222.0,11690.0,9902.0,1684.0,22,5.0,0.0,0.0,0.0,12.0,3.0,0.0,195.0,56.0,1.0,0.0,0.0,406.0,288.0,37.0,0.0,0.0,0.0,29407
2023-09,Pennsylvania,25921.0,1.0,35055.0,19948.0,26.0,0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,748.0,77.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82073
2023-09,Puerto Rico,0.0,0.0,3458.0,332.0,41.0,46,0.0,0.0,0.0,0.0,44.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,973.0,114.0,4.0,3.0,0.0,0.0,5020
2023-09,Rhode Island,0.0,0.0,923.0,536.0,77.0,89,0.0,0.0,0.0,0.0,2.0,2.0,0.0,24.0,11.0,4.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,1675
2023-09,South Carolina,8671.0,412.0,8332.0,6338.0,820.0,436,0.0,7.0,2.0,0.0,894.0,372.0,5.0,232.0,24.0,21.0,0.0,0.0,6.0,5.0,3.0,0.0,0.0,0.0,26580
2023-09,South Dakota,776.0,51.0,1512.0,3308.0,117.0,136,0.0,0.0,0.0,0.0,116.0,101.0,0.0,1.0,0.0,4.0,0.0,0.0,7.0,14.0,5.0,0.0,0.0,0.0,6148
2023-09,Tennessee,4569.0,6396.0,22481.0,15142.0,1597.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,147.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50338
2023-09,Texas,23479.0,0.0,46450.0,35984.0,3761.0,2742,23.0,25.0,8.0,4.0,7687.0,2864.0,79.0,269.0,22.0,0.0,0.0,0.0,43.0,33.0,6.0,0.0,3.0,0.0,123482
2023-09,Utah,9019.0,58657.0,3894.0,4299.0,664.0,0,0.0,5.0,7.0,2.0,239.0,243.0,0.0,187.0,39.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77300
2023-09,Vermont,0.0,0.0,1212.0,1690.0,96.0,101,3.0,1.0,3.0,0.0,7.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,3148
2023-09,Virgin Islands,111.0,25.0,42.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,191
2023-09,Virginia,376.0,141.0,20489.0,14552.0,3110.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39154
2023-09,Washington,12090.0,364.0,13141.0,8428.0,1011.0,49,34.0,0.0,5.0,3.0,516.0,472.0,16.0,550.0,86.0,15.0,0.0,0.0,335.0,291.0,86.0,7.0,9.0,0.0,37508
2023-09,West Virginia,1794.0,131.0,4020.0,5183.0,252.0,343,2.0,3.0,0.0,0.0,802.0,703.0,2.0,25.0,2.0,2.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,13273
2023-09,Wisconsin,11408.0,728.0,12987.0,14352.0,847.0,50,0.0,0.0,0.0,3.0,167.0,180.0,10.0,120.0,37.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,40897
2023-09,Wyoming,504.0,18.0,1902.0,2393.0,167.0,117,14.0,0.0,0.0,0.0,154.0,164.0,2.0,34.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,5474
2023-08,Alabama,10514.0,117.0,16323.0,12014.0,1243.0,996,0.0,7.0,6.0,1.0,2415.0,964.0,20.0,102.0,0.0,0.0,0.0,0.0,40.0,26.0,13.0,1.0,1.0,1.0,44804
2023-08,Alaska,229.0,16.0,2567.0,2677.0,287.0,179,0.0,0.0,0.0,0.0,168.0,105.0,1.0,33.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6278
2023-08,Arizona,12938.0,2199.0,14352.0,7957.0,1594.0,974,0.0,15.0,2.0,1.0,1310.0,449.0,15.0,264.0,12.0,0.0,0.0,0.0,3.0,6.0,1.0,0.0,1.0,0.0,42093
2023-08,Arkansas,3022.0,288.0,5821.0,5335.0,469.0,428,5.0,13.0,7.0,0.0,1102.0,812.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,24.0,2.0,0.0,0.0,0.0,17338
2023-08,California,33355.0,16198.0,32817.0,22053.0,4091.0,0,0.0,0.0,0.0,1.0,705.0,313.0,60.0,4511.0,1922.0,120.0,0.0,0.0,7674.0,3297.0,518.0,17.0,10.0,0.0,127662
2023-08,Colorado,7833.0,8.0,16006.0,10591.0,1453.0,1616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0,51.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37881
2023-08,Connecticut,7643.0,568.0,4681.0,1728.0,265.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.0,164.0,12.0,0.0,0.0,0.0,15528
2023-08,Delaware,431.0,0.0,1558.0,1000.0,93.0,74,0.0,0.0,0.0,0.0,30.0,11.0,0.0,57.0,0.0,0.0,0.0,0.0,31.0,4.0,1.0,1.0,0.0,0.0,3291
2023-08,District of Columbia,921.0,0.0,239.0,8.0,1.0,2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1197
2023-08,Florida,8781.0,0.0,55034.0,19438.0,5008.0,2995,0.0,7.0,2.0,0.0,3808.0,895.0,4.0,1497.0,121.0,6.0,0.0,0.0,235.0,140.0,67.0,61.0,31.0,2.0,98132
2023-08,Georgia,11824.0,0.0,14968.0,8637.0,999.0,814,0.0,10.0,9.0,0.0,2189.0,806.0,12.0,77.0,1.0,0.0,0.0,0.0,15.0,7.0,1.0,0.0,0.0,0.0,40369
2023-08,Guam,0.0,0.0,196.0,92.0,20.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313
2023-08,Hawaii,1752.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1754
2023-08,Idaho,6277.0,111.0,4449.0,4600.0,543.0,327,1.0,2.0,1.0,0.0,329.0,300.0,3.0,98.0,11.0,4.0,0.0,0.0,8.0,6.0,1.0,0.0,0.0,0.0,17071
2023-08,Illinois,206445.0,0.0,20241.0,10349.0,811.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237846
2023-08,Indiana,407.0,22190.0,16646.0,10978.0,1549.0,994,0.0,2.0,2.0,0.0,901.0,309.0,21.0,65.0,5.0,0.0,0.0,0.0,29.0,15.0,1.0,2.0,0.0,1.0,54117
2023-08,Iowa,3351.0,3964.0,1976.0,2421.0,174.0,78,2.0,0.0,0.0,0.0,32.0,21.0,0.0,83.0,19.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,12124
2023-08,Kansas,2426.0,5.0,5147.0,4824.0,601.0,362,0.0,2.0,5.0,1.0,511.0,190.0,4.0,130.0,9.0,4.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,14227
2023-08,Kentucky,636.0,234512.0,8475.0,7034.0,552.0,558,11.0,10.0,7.0,1.0,1539.0,820.0,7.0,38.0,10.0,0.0,0.0,0.0,13.0,13.0,3.0,1.0,2.0,0.0,254242
2023-08,Louisiana,2060.0,443.0,8956.0,7249.0,774.0,599,3.0,6.0,4.0,2.0,915.0,448.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,2.0,0.0,0.0,0.0,21479
2023-08,Maine,428.0,14.0,3111.0,3538.0,292.0,205,2.0,0.0,0.0,0.0,62.0,60.0,0.0,30.0,5.0,1.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,7763
2023-08,Mariana Islands,0.0,0.0,20.0,13.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36
2023-08,Maryland,8738.0,42.0,8144.0,4771.0,108.0,1,0.0,0.0,1.0,0.0,88.0,84.0,2.0,117.0,23.0,13.0,0.0,0.0,0.0,21.0,4.0,0.0,2.0,0.0,22159
2023-08,Massachusetts,9228.0,0.0,4913.0,2844.0,1240.0,343,1.0,0.0,0.0,0.0,10.0,17.0,2.0,1.0,0.0,0.0,0.0,0.0,41.0,26.0,8.0,3.0,1.0,0.0,18678
2023-08,Michigan,17157.0,7483.0,16899.0,13482.0,1661.0,793,0.0,0.0,0.0,0.0,22.0,219.0,5.0,121.0,22.0,2.0,0.0,0.0,29.0,6.0,3.0,0.0,0.0,0.0,57904
2023-08,Minnesota,11427.0,36598.0,8375.0,10778.0,856.0,535,0.0,2.0,1.0,0.0,184.0,234.0,0.0,129.0,28.0,1.0,0.0,0.0,18.0,14.0,1.0,1.0,0.0,0.0,69182
2023-08,Mississippi,1840.0,0.0,8406.0,7693.0,490.0,558,0.0,8.0,1.0,1.0,1545.0,748.0,4.0,20.0,1.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,21328
2023-08,Missouri,942.0,217.0,16188.0,13538.0,1729.0,1241,0.0,0.0,5.0,1.0,1278.0,632.0,15.0,447.0,36.0,0.0,0.0,0.0,24.0,16.0,1.0,3.0,2.0,0.0,36315
2023-08,Montana,884.0,4.0,4109.0,4341.0,308.0,409,6.0,1.0,1.0,1.0,410.0,436.0,0.0,47.0,15.0,0.0,0.0,0.0,11.0,7.0,2.0,0.0,0.0,0.0,10992
2023-08,Nebraska,3655.0,150.0,108.0,1466.0,15.0,4,0.0,0.0,0.0,0.0,3.0,14.0,0.0,33.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5458
2023-08,Nevada,3333.0,0.0,4365.0,2014.0,364.0,286,0.0,0.0,1.0,0.0,248.0,67.0,0.0,1.0,0.0,0.0,0.0,0.0,384.0,148.0,21.0,0.0,0.0,0.0,11232
2023-08,New Hampshire,1511.0,2.0,4885.0,2878.0,441.0,1,38.0,2.0,0.0,0.0,0.0,6.0,0.0,120.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9894
2023-08,New Jersey,0.0,0.0,6360.0,3102.0,869.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,73.0,55.0,3.0,1.0,2.0,1.0,10470
2023-08,New Mexico,827.0,0.0,5602.0,3547.0,619.0,389,0.0,12.0,4.0,0.0,386.0,303.0,1.0,53.0,2.0,0.0,0.0,0.0,98.0,42.0,1.0,0.0,1.0,0.0,11887
2023-08,New York,4513.0,2750.0,10576.0,11456.0,1003.0,295,0.0,2.0,0.0,0.0,40.0,33.0,5.0,55.0,58.0,1.0,1.0,2.0,334.0,260.0,19.0,5.0,4.0,1.0,31413
2023-08,North Carolina,13410.0,188.0,21623.0,10674.0,1307.0,829,0.0,11.0,6.0,0.0,2328.0,1039.0,19.0,908.0,128.0,7.0,2.0,2.0,38.0,11.0,3.0,0.0,3.0,0.0,52536
2023-08,North Dakota,450.0,14.0,1614.0,2506.0,144.0,106,0.0,1.0,1.0,0.0,63.0,66.0,0.0,8.0,4.0,0.0,0.0,0.0,15.0,21.0,1.0,0.0,0.0,0.0,5014
2023-08,Ohio,8426.0,1465.0,18488.0,12634.0,1424.0,997,0.0,4.0,2.0,0.0,1412.0,426.0,7.0,278.0,98.0,7.0,0.0,0.0,11.0,6.0,2.0,0.0,1.0,0.0,45688
2023-08,Oklahoma,3494.0,1.0,9803.0,7584.0,1177.0,927,0.0,4.0,3.0,0.0,1751.0,967.0,8.0,100.0,8.0,0.0,0.0,0.0,37.0,32.0,7.0,1.0,1.0,0.0,25905
2023-08,Oregon,5482.0,279.0,11431.0,8386.0,1592.0,27,25.0,0.0,0.0,0.0,7.0,1.0,2.0,187.0,27.0,0.0,0.0,0.0,389.0,279.0,26.0,0.0,0.0,0.0,28140
2023-08,Pennsylvania,29383.0,1.0,35397.0,18299.0,28.0,0,293.0,0.0,0.0,0.0,0.0,0.0,0.0,832.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84378
2023-08,Puerto Rico,0.0,0.0,3826.0,378.0,45.0,50,0.0,0.0,0.0,0.0,52.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,968.0,101.0,6.0,4.0,0.0,0.0,5443
2023-08,Rhode Island,0.0,0.0,919.0,599.0,80.0,109,0.0,0.0,0.0,0.0,0.0,2.0,1.0,19.0,11.0,3.0,0.0,0.0,13.0,4.0,0.0,1.0,1.0,0.0,1762
2023-08,South Carolina,7645.0,729.0,8554.0,5515.0,942.0,456,2.0,3.0,1.0,0.0,823.0,315.0,1.0,275.0,8.0,32.0,0.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,25310
2023-08,South Dakota,888.0,31.0,1633.0,2517.0,130.0,117,0.0,0.0,0.0,0.0,94.0,98.0,0.0,1.0,0.0,25.0,0.0,0.0,15.0,9.0,1.0,0.0,0.0,0.0,5559
2023-08,Tennessee,8783.0,3398.0,23835.0,15229.0,1630.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,125.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53005
2023-08,Texas,27901.0,0.0,47559.0,30913.0,3810.0,2585,5.0,24.0,10.0,1.0,6959.0,2601.0,84.0,255.0,7.0,1.0,0.0,0.0,39.0,24.0,5.0,0.0,3.0,1.0,122787
2023-08,Utah,15488.0,58591.0,3930.0,3634.0,672.0,0,0.0,2.0,4.0,0.0,238.0,196.0,2.0,189.0,51.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83049
2023-08,Vermont,0.0,0.0,1189.0,1467.0,79.0,111,0.0,1.0,2.0,0.0,9.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,2881
2023-08,Virgin Islands,151.0,19.0,35.0,7.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,221
2023-08,Virginia,238.0,134.0,20538.0,13005.0,3167.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37665
2023-08,Washington,13118.0,418.0,13987.0,7348.0,987.0,41,133.0,0.0,6.0,1.0,415.0,453.0,17.0,661.0,134.0,11.0,0.0,0.0,270.0,198.0,98.0,1.0,0.0,0.0,38297
2023-08,West Virginia,2278.0,108.0,4078.0,4451.0,273.0,333,5.0,3.0,0.0,1.0,754.0,587.0,2.0,17.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,12900
2023-08,Wisconsin,12462.0,892.0,12464.0,12008.0,830.0,55,0.0,0.0,0.0,2.0,161.0,137.0,4.0,166.0,43.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,39227
2023-08,Wyoming,607.0,12.0,1980.0,2008.0,177.0,146,9.0,1.0,0.0,0.0,164.0,133.0,1.0,40.0,1.0,1.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,5288
2023-07,Alabama,10197.0,96.0,15324.0,9081.0,1285.0,877,0.0,21.0,3.0,2.0,2078.0,788.0,23.0,75.0,0.0,0.0,0.0,0.0,32.0,21.0,7.0,0.0,0.0,0.0,39910
2023-07,Alaska,147.0,17.0,2644.0,2149.0,280.0,205,0.0,1.0,0.0,0.0,120.0,68.0,1.0,19.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5662
2023-07,Arizona,9910.0,2843.0,14812.0,6957.0,1568.0,833,0.0,24.0,6.0,1.0,1064.0,369.0,9.0,221.0,18.0,2.0,0.0,0.0,12.0,4.0,1.0,0.0,0.0,0.0,38654
2023-07,Arkansas,2912.0,327.0,5552.0,4050.0,433.0,400,3.0,4.0,5.0,1.0,995.0,685.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,0.0,0.0,0.0,15383
2023-07,California,30393.0,14309.0,30198.0,18567.0,3953.0,0,0.0,1.0,0.0,0.0,609.0,463.0,66.0,3203.0,1237.0,91.0,0.0,0.0,7393.0,3010.0,601.0,44.0,16.0,0.0,114154
2023-07,Colorado,8015.0,6.0,15430.0,9647.0,1422.0,1493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36324
2023-07,Connecticut,6320.0,522.0,4347.0,1494.0,379.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,128.0,13.0,0.0,0.0,0.0,13584
2023-07,Delaware,691.0,0.0,1740.0,772.0,83.0,65,0.0,0.0,0.0,0.0,21.0,3.0,0.0,61.0,0.0,0.0,0.0,0.0,42.0,16.0,1.0,0.0,2.0,0.0,3497
2023-07,District of Columbia,739.0,0.0,237.0,9.0,1.0,2,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1051
2023-07,Florida,8746.0,0.0,59086.0,18577.0,4796.0,3047,0.0,18.0,3.0,0.0,3746.0,843.0,3.0,1496.0,105.0,2.0,0.0,0.0,262.0,127.0,63.0,46.0,51.0,0.0,101017
2023-07,Georgia,10499.0,0.0,14937.0,6725.0,957.0,697,0.0,13.0,4.0,0.0,1963.0,638.0,13.0,70.0,3.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,36529
2023-07,Guam,0.0,0.0,175.0,89.0,13.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283
2023-07,Hawaii,1337.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339
2023-07,Idaho,8265.0,142.0,4265.0,3941.0,537.0,262,0.0,0.0,1.0,0.0,298.0,244.0,1.0,71.0,12.0,7.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,18060
